row_num,ocr_text,decision,reason,original_assessment,failure_pattern,pathway_group
108801,ST Value,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
108802,Sale Return Value,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
108822,ST Value,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
108823,Sale Return Value,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
109397,PURC 930545 SALE 1186526 STOCK 1042940 STK120 76597 EXP6M 12162 LZSTK 113345,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
109400,Report End 290 Records,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
109401,Prepared by Swapnil Vele on 03-Sep-2026 1557 From System Nc9,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
109402,This is a Computer Generated Report Which Does Not Require Stamp or Signature,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
109884,RIVAROXABAN,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
110204,ALPHABET DISTRIBUTORS,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
110205,SHYAMGOKUL COMPLEX,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
110334,Batch KS313 Stock : 1,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
111252,HOSTR XT,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
112507,ALLSTAR REUSABLE PEN,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
112523,APIDRA CATRIDGE,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
112529,AVIL VAIL,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
112554,COLLAFLEX SAC,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
112572,DEPURA 60K LIQ,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
112611,VICKS VAPORUB,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
114155,EMCEE PHARMACEUTICALS LTD ECE,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
114162,Movel Dt 10,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
114401,Oroferxt-Dha Kit,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
114729,TOTAL CAL D 3MG TAB.20S 1X20S,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
116480,SHWEIZ 651,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
117871,EPOTREND 10000 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
117881,TRULICITY1.5 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
120139,ENNOVA IMPET 0.00,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
120640,CRIANTE,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
120749,ZZZZZZ 6162,1,zzzzzz_ocr_placeholder,CANDIDATE FOR 1,NO_VOWEL_OCR_NOISE,FALLBACK:AMBIGUOUS_NO_BRAND
120750,ZZZZZZ 6163,1,zzzzzz_ocr_placeholder,CANDIDATE FOR 1,NO_VOWEL_OCR_NOISE,FALLBACK:AMBIGUOUS_NO_BRAND
120751,ZZZZZZ 6165,1,zzzzzz_ocr_placeholder,CANDIDATE FOR 1,NO_VOWEL_OCR_NOISE,FALLBACK:AMBIGUOUS_NO_BRAND
120752,NUCORN,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
120798,SHWEIZ,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
120829,XENNEA,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
120850,XENNEX,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
120898,ZZZZZZ 6164,1,zzzzzz_ocr_placeholder,CANDIDATE FOR 1,NO_VOWEL_OCR_NOISE,FALLBACK:AMBIGUOUS_NO_BRAND
120899,XENNEX,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
121034,EM NUCRON CV --,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121117,EM XENNEX --,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121283,EM PHARMA NXT --,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,PHARMA_COMPANY_NAME,FALLBACK:AMBIGUOUS_NO_BRAND
121349,EM POVIZ --,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121355,EM SANOFI CARD --,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
121391,EM SANOFI DIAB --,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
121406,AMRIL M 2,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121408,AMRIL M2 FORT,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121441,RECEIPT NO AMRIL M,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121453,VYLDA100/5TABLET,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121569,ORION,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:VERY_SHORT
121576,CHORO SHURE HP,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121577,PHARMA NXT,1,division_company_header,CANDIDATE FOR 1,PHARMA_COMPANY_NAME,FALLBACK:AMBIGUOUS_NO_BRAND
121927,GALACTCAPSULES1/30C,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121929,EMSTA50MG,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121930,EMSITA100MG,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121931,EMILDAPM10/1000,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121935,EMILDAPTRIO,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121936,EMILDAPTRIOFORTE,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121943,PAUSE1000,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121945,EMILDAPGM10/1/1000,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121952,EXHEP60INJ,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121955,TEMSANCT 6.25,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121959,EMILDAPM10/500,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121962,EMPRI10MG,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121976,EMPRI25MGTAB,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
121986,EMVICURECAPS,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
122059,MONOHEM,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
122342,SAMTA ENTERPRISES MEDICAL,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
122390,SAMTA ENTERPRISES MEDICAL,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
122443,SAMTA ENTERPRISES MEDICAL,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
122494,SAMTA ENTERPRISES MEDICAL,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
122551,SAMTA ENTERPRISES MEDICAL,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
122814,ZZZZZZ 6815,1,zzzzzz_ocr_placeholder,CANDIDATE FOR 1,NO_VOWEL_OCR_NOISE,FALLBACK:AMBIGUOUS_NO_BRAND
123156,LAZIDTAB,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
123167,VIROPILTABLET,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124191,LUCO SKIN COMBO PACK,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124863,PHARMED LIMITED,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
124865,IMPROSYN,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124866,Q GOLD 100,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124867,PHARMED ACE,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,INVALIDATED_NO_PHARMA,FALLBACK:AMBIGUOUS_NO_BRAND
124870,CAL-123 TOTAL TAB,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
124878,PHARMED LTD STOCK,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124890,TENDOCARE FORT,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124895,PHARMED MAGNUM,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124897,ABSOLUT WOMAN,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124901,MGD3 60K,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124903,PHARMED STELLARSTELLAR,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124904,QGOLD F,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124905,PHARMED SYNERGY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
124912,SYNERTAB,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
126591,FRISUM 10 10T,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
126670,METPURETEL 20 10T,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
126862,ZZZZZZ 6816,1,zzzzzz_ocr_placeholder,CANDIDATE FOR 1,NO_VOWEL_OCR_NOISE,FALLBACK:AMBIGUOUS_NO_BRAND
127523,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 9041666564,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
128311,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 94254954958770712158,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
128584,XENNEA,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
128601,XENNEX,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
128680,EMILPAD S10,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
128905,NIRMAL MEDICAL AGENCIES,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
131366,SALE JULY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
131743,CRIANTE DIVISION,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
131764,CRITI-CARE DIVISION,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
131802,NUCRON DIVISION,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:STRUCTURAL_KW
131906,SHWEIZ DIVISION,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
131912,SYNERGY DIVISION,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:STRUCTURAL_KW
131943,XENNEX DIVISION,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:STRUCTURAL_KW
132006,PEN 1,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:VERY_SHORT
132170,Totals 115409.00 37024.00 1500.24,1,financial_aggregate,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132348,PURC 1481 SALE 1483 STOCK 2519 LZSTK 829,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132355,PURC 16930 SALE 44895 STOCK 32907,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132374,PURC 54892 SALE 148893 STOCK 142731 LZSTK 6171,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132378,PURC 0 SALE 0 STOCK 4800 STK120 4800 LZSTK 4800,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132386,PURC 0 SALE 0 STOCK 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132433,PURC 288231 SALE 419846 STOCK 202535 STK120 1083 LZSTK 5921,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132460,PURC 100890 SALE 87376 STOCK 100345 STK120 12510 LZSTK 16867,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132521,PURC 104501 SALE 149607 STOCK 127967 STK120 2538 LZSTK 1699,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132552,PURC 26184 SALE 27852 STOCK 33536 STK120 11132 EXP6M 184 LZSTK 12915,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132557,PURC 0 SALE 0 STOCK 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132561,PURC 0 SALE 0 STOCK 0,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132577,PURC 42838 SALE 47164 STOCK 68890 STK120 9770 LZSTK 18445,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132578,PURC 635946 SALE 927115 STOCK 716231 STK120 41832 EXP6M 184 LZSTK 67648,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132580,Report End 224 Records,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
132582,This is a computer-generated report that does not require a stamp orsignature,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
133951,M.M. K.ENTERPRISE,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
133996,M.M. K.ENTERPRISE,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
134046,M.M. K.ENTERPRISE,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
134091,M.M. K.ENTERPRISE,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
134137,M.M. K.ENTERPRISE,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
134187,M.M. K.ENTERPRISE,1,version_lag_already_caught,KEEP REVIEW,INSUFFICIENT_EVIDENCE,GARBAGE:pattern_garbage
134208,ERP-to-ERP Order - LIVE Stocks/Deal MARG ERP NANO Rs.5400 Click Photo Import Bill Call 987430662389109245367980407887,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
134478,EIAB005535 43780EIAB006217 112793,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
134527,EIAB005535 43780EIAB006217 112793,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
134546,Totals 110196.00 94121.00 3556.10,1,financial_aggregate,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
134570,Totals 186114.00 103159.00 6401.91,1,financial_aggregate,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
134594,Totals 186114.00 103159.00 6401.91,1,financial_aggregate,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
136617,DILUENT FOR CONSIUM100 1,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
137247,GINNOVA BIOPHARMACEUTICALS LTD. Total,1,division_company_header,CANDIDATE FOR 1,STRUCTURAL_KEYWORD,FALLBACK:STRUCTURAL_KW
137419,GENNOVA BIOPHARMACEUTICAL --,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
138489,SALE JULY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
138534,SALE JULY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
138543,SALE JULY,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
140762,Results are Based On 21-08-2026,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
143303,EXHEP60,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
143620,Digital Purchase ERP Ordering Healthcare QRCode on bills for extra earnings Call MARG 99022215607996959663,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,COMPANY_ENTITY,FALLBACK:PHARMA_ENTITY
144458,STANDERD,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
144486,GENERIC,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
144490,STANDERD,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
144551,STANDERD,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
144579,GENERIC,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
144583,STANDERD,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
144854,CV-DIVISON,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
144900,INVENTIA,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
144905,NUCRON,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
144917,NUSURGE,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
144919,ORION,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:VERY_SHORT
144929,PHARMA NEXT,MAYBE_PRODUCT,default_no_evidence,CANDIDATE FOR 1,PHARMA_COMPANY_NAME,FALLBACK:AMBIGUOUS_NO_BRAND
144943,XENNEX,1,division_company_header,CANDIDATE FOR 1,COMPANY_DIVISION_PREFIX,FALLBACK:AMBIGUOUS_NO_BRAND
145071,INBEC30 1X30TAB,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
145072,INSTGRA30 1X30TAB,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
145079,SPEGRA90 1X90TABS,MAYBE_PRODUCT,default_no_evidence,KEEP REVIEW,INSUFFICIENT_EVIDENCE,FALLBACK:AMBIGUOUS_NO_BRAND
